split,source,label_id,category_id,class_name,class_slug,image_id,annotation_id,source_image,crop_path,bbox_xywh,crop_xyxy
train,real,1,24,zebra,zebra,394352,592627,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000394352.jpg,data/crops/train/zebra/train_zebra_00186_img394352_ann592627.jpg,"[231.16, 137.63, 73.48, 117.81]","[220, 119, 315, 273]"
train,real,1,24,zebra,zebra,357301,590726,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000357301.jpg,data/crops/train/zebra/train_zebra_00187_img357301_ann590726.jpg,"[134.3, 155.89, 182.95, 112.88]","[106, 138, 344, 285]"
train,real,1,24,zebra,zebra,556406,594163,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000556406.jpg,data/crops/train/zebra/train_zebra_00188_img556406_ann594163.jpg,"[395.49, 174.59, 24.9, 42.02]","[391, 168, 424, 222]"
train,real,1,24,zebra,zebra,90146,590978,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000090146.jpg,data/crops/train/zebra/train_zebra_00189_img90146_ann590978.jpg,"[394.11, 121.22, 166.54, 154.51]","[369, 98, 585, 298]"
train,real,1,24,zebra,zebra,231140,1413109,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000231140.jpg,data/crops/train/zebra/train_zebra_00190_img231140_ann1413109.jpg,"[267.84, 256.61, 22.85, 79.46]","[264, 244, 294, 347]"
train,real,1,24,zebra,zebra,178034,593743,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000178034.jpg,data/crops/train/zebra/train_zebra_00191_img178034_ann593743.jpg,"[301.85, 237.83, 48.61, 21.81]","[294, 234, 357, 262]"
train,real,1,24,zebra,zebra,484066,589727,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000484066.jpg,data/crops/train/zebra/train_zebra_00192_img484066_ann589727.jpg,"[303.39, 52.73, 257.15, 252.82]","[264, 14, 591, 343]"
train,real,1,24,zebra,zebra,312454,589780,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000312454.jpg,data/crops/train/zebra/train_zebra_00193_img312454_ann589780.jpg,"[36.24, 129.49, 198.48, 156.6]","[6, 106, 264, 309]"
train,real,1,24,zebra,zebra,418625,592093,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000418625.jpg,data/crops/train/zebra/train_zebra_00194_img418625_ann592093.jpg,"[52.03, 113.21, 194.68, 109.93]","[22, 96, 275, 239]"
train,real,1,24,zebra,zebra,51210,589766,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000051210.jpg,data/crops/train/zebra/train_zebra_00195_img51210_ann589766.jpg,"[257.16, 45.1, 382.84, 266.75]","[199, 5, 640, 351]"
train,real,1,24,zebra,zebra,354003,593835,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000354003.jpg,data/crops/train/zebra/train_zebra_00196_img354003_ann593835.jpg,"[142.83, 238.73, 82.64, 72.44]","[130, 227, 237, 322]"
train,real,1,24,zebra,zebra,109774,592097,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000109774.jpg,data/crops/train/zebra/train_zebra_00197_img109774_ann592097.jpg,"[292.1, 190.42, 111.05, 88.97]","[275, 177, 419, 292]"
train,real,1,24,zebra,zebra,178034,592800,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000178034.jpg,data/crops/train/zebra/train_zebra_00198_img178034_ann592800.jpg,"[102.46, 253.33, 87.51, 42.69]","[89, 246, 203, 302]"
train,real,1,24,zebra,zebra,65604,1822728,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000065604.jpg,data/crops/train/zebra/train_zebra_00199_img65604_ann1822728.jpg,"[306.06, 178.28, 193.37, 208.0]","[277, 147, 528, 417]"
train,real,1,24,zebra,zebra,353220,1412728,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000353220.jpg,data/crops/train/zebra/train_zebra_00200_img353220_ann1412728.jpg,"[568.86, 223.97, 46.34, 25.19]","[561, 220, 622, 252]"
train,real,1,24,zebra,zebra,127286,593294,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000127286.jpg,data/crops/train/zebra/train_zebra_00201_img127286_ann593294.jpg,"[149.54, 70.79, 235.64, 152.07]","[114, 47, 420, 245]"
train,real,1,24,zebra,zebra,509225,1822794,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000509225.jpg,data/crops/train/zebra/train_zebra_00202_img509225_ann1822794.jpg,"[4.96, 56.39, 464.7, 567.23]","[0, 0, 480, 640]"
train,real,1,24,zebra,zebra,454414,1412978,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000454414.jpg,data/crops/train/zebra/train_zebra_00203_img454414_ann1412978.jpg,"[76.76, 9.6, 482.66, 404.93]","[4, 0, 631, 427]"
train,real,1,24,zebra,zebra,409889,593394,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000409889.jpg,data/crops/train/zebra/train_zebra_00204_img409889_ann593394.jpg,"[99.46, 258.46, 56.61, 34.74]","[90, 253, 164, 298]"
train,real,1,24,zebra,zebra,364571,1412182,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000364571.jpg,data/crops/train/zebra/train_zebra_00205_img364571_ann1412182.jpg,"[224.8, 239.25, 89.02, 90.14]","[211, 225, 327, 342]"
train,real,1,24,zebra,zebra,471771,590996,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000471771.jpg,data/crops/train/zebra/train_zebra_00206_img471771_ann590996.jpg,"[75.81, 74.22, 176.31, 373.41]","[49, 18, 278, 480]"
train,real,1,24,zebra,zebra,489995,592066,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000489995.jpg,data/crops/train/zebra/train_zebra_00207_img489995_ann592066.jpg,"[155.13, 173.4, 174.49, 108.85]","[128, 157, 355, 298]"
train,real,1,24,zebra,zebra,454414,1412551,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000454414.jpg,data/crops/train/zebra/train_zebra_00208_img454414_ann1412551.jpg,"[178.48, 14.1, 350.23, 150.65]","[125, 0, 581, 187]"
train,real,1,24,zebra,zebra,338766,591918,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000338766.jpg,data/crops/train/zebra/train_zebra_00209_img338766_ann591918.jpg,"[94.71, 166.82, 302.42, 200.18]","[49, 136, 442, 397]"
train,real,1,24,zebra,zebra,297112,593860,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000297112.jpg,data/crops/train/zebra/train_zebra_00210_img297112_ann593860.jpg,"[155.25, 57.37, 112.5, 230.26]","[138, 22, 284, 322]"
train,real,1,24,zebra,zebra,359909,1822515,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000359909.jpg,data/crops/train/zebra/train_zebra_00211_img359909_ann1822515.jpg,"[260.86, 146.97, 73.32, 71.86]","[249, 136, 345, 229]"
train,real,1,24,zebra,zebra,458175,589789,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000458175.jpg,data/crops/train/zebra/train_zebra_00212_img458175_ann589789.jpg,"[341.26, 281.51, 74.24, 248.75]","[330, 244, 426, 567]"
train,real,1,24,zebra,zebra,312454,591697,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000312454.jpg,data/crops/train/zebra/train_zebra_00213_img312454_ann591697.jpg,"[286.26, 121.76, 196.3, 152.33]","[256, 98, 512, 296]"
train,real,1,24,zebra,zebra,64578,593236,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000064578.jpg,data/crops/train/zebra/train_zebra_00214_img64578_ann593236.jpg,"[425.1, 233.87, 59.86, 50.17]","[416, 226, 493, 291]"
train,real,1,24,zebra,zebra,188173,588454,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000188173.jpg,data/crops/train/zebra/train_zebra_00215_img188173_ann588454.jpg,"[22.91, 232.71, 168.45, 142.29]","[0, 211, 216, 375]"
train,real,1,24,zebra,zebra,169228,590294,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000169228.jpg,data/crops/train/zebra/train_zebra_00216_img169228_ann590294.jpg,"[112.95, 190.01, 346.51, 195.27]","[60, 160, 511, 414]"
train,real,1,24,zebra,zebra,458175,1412190,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000458175.jpg,data/crops/train/zebra/train_zebra_00217_img458175_ann1412190.jpg,"[230.07, 380.64, 49.54, 144.91]","[222, 358, 287, 547]"
train,real,1,24,zebra,zebra,299041,1413133,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000299041.jpg,data/crops/train/zebra/train_zebra_00218_img299041_ann1413133.jpg,"[71.06, 456.29, 70.02, 95.15]","[60, 442, 151, 565]"
train,real,1,24,zebra,zebra,380058,1412683,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000380058.jpg,data/crops/train/zebra/train_zebra_00219_img380058_ann1412683.jpg,"[0.0, 35.22, 20.96, 34.72]","[0, 30, 24, 75]"
train,real,1,24,zebra,zebra,451061,593182,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000451061.jpg,data/crops/train/zebra/train_zebra_00220_img451061_ann593182.jpg,"[374.59, 0.25, 104.16, 93.65]","[358, 0, 494, 107]"
train,real,1,24,zebra,zebra,478967,588537,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000478967.jpg,data/crops/train/zebra/train_zebra_00221_img478967_ann588537.jpg,"[122.08, 175.06, 90.38, 135.92]","[108, 154, 226, 331]"
train,real,1,24,zebra,zebra,392153,1412847,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000392153.jpg,data/crops/train/zebra/train_zebra_00222_img392153_ann1412847.jpg,"[294.7, 179.75, 174.13, 157.22]","[268, 156, 494, 360]"
train,real,1,24,zebra,zebra,67414,1411835,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000067414.jpg,data/crops/train/zebra/train_zebra_00223_img67414_ann1411835.jpg,"[155.48, 135.7, 45.94, 39.08]","[148, 129, 208, 180]"
train,real,1,24,zebra,zebra,530285,590712,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000530285.jpg,data/crops/train/zebra/train_zebra_00224_img530285_ann590712.jpg,"[314.59, 115.59, 137.75, 200.46]","[293, 85, 473, 346]"
train,real,1,24,zebra,zebra,440527,1822784,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000440527.jpg,data/crops/train/zebra/train_zebra_00225_img440527_ann1822784.jpg,"[280.55, 243.29, 137.97, 106.85]","[259, 227, 439, 366]"
train,real,1,24,zebra,zebra,353220,1822206,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000353220.jpg,data/crops/train/zebra/train_zebra_00226_img353220_ann1822206.jpg,"[0.03, 219.27, 38.07, 109.74]","[0, 202, 43, 345]"
train,real,1,24,zebra,zebra,409227,594158,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000409227.jpg,data/crops/train/zebra/train_zebra_00227_img409227_ann594158.jpg,"[35.17, 103.27, 59.12, 178.1]","[26, 76, 103, 308]"
train,real,1,24,zebra,zebra,299041,1412707,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000299041.jpg,data/crops/train/zebra/train_zebra_00228_img299041_ann1412707.jpg,"[118.39, 462.25, 120.04, 90.66]","[100, 448, 256, 566]"
train,real,1,24,zebra,zebra,478967,590919,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000478967.jpg,data/crops/train/zebra/train_zebra_00229_img478967_ann590919.jpg,"[518.98, 222.49, 118.79, 91.27]","[501, 208, 640, 327]"
train,real,1,24,zebra,zebra,428178,591331,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000428178.jpg,data/crops/train/zebra/train_zebra_00230_img428178_ann591331.jpg,"[37.57, 134.72, 74.72, 174.76]","[26, 108, 123, 335]"
train,real,1,24,zebra,zebra,299041,1411940,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000299041.jpg,data/crops/train/zebra/train_zebra_00231_img299041_ann1411940.jpg,"[225.35, 429.29, 139.19, 113.99]","[204, 412, 385, 560]"
train,real,1,24,zebra,zebra,353220,593077,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000353220.jpg,data/crops/train/zebra/train_zebra_00232_img353220_ann593077.jpg,"[507.19, 201.28, 46.09, 28.12]","[500, 197, 560, 233]"
train,real,1,24,zebra,zebra,411343,2175337,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000411343.jpg,data/crops/train/zebra/train_zebra_00233_img411343_ann2175337.jpg,"[395.07, 165.81, 229.05, 193.88]","[360, 136, 640, 388]"
train,real,1,24,zebra,zebra,451061,1412953,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000451061.jpg,data/crops/train/zebra/train_zebra_00234_img451061_ann1412953.jpg,"[175.98, 0.76, 80.96, 38.15]","[163, 0, 269, 44]"
train,real,1,24,zebra,zebra,229942,1412730,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000229942.jpg,data/crops/train/zebra/train_zebra_00235_img229942_ann1412730.jpg,"[329.15, 100.65, 93.37, 49.95]","[315, 93, 436, 158]"
train,real,1,24,zebra,zebra,180997,589680,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000180997.jpg,data/crops/train/zebra/train_zebra_00236_img180997_ann589680.jpg,"[0.0, 134.34, 293.62, 243.72]","[0, 97, 337, 414]"
train,real,1,24,zebra,zebra,473587,589831,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000473587.jpg,data/crops/train/zebra/train_zebra_00237_img473587_ann589831.jpg,"[92.34, 29.04, 262.62, 383.53]","[52, 0, 394, 470]"
train,real,1,24,zebra,zebra,181436,594021,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000181436.jpg,data/crops/train/zebra/train_zebra_00238_img181436_ann594021.jpg,"[328.8, 216.01, 63.74, 32.2]","[319, 211, 402, 253]"
train,real,1,24,zebra,zebra,231140,594119,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000231140.jpg,data/crops/train/zebra/train_zebra_00239_img231140_ann594119.jpg,"[87.37, 276.14, 78.85, 70.46]","[75, 265, 178, 357]"
train,real,1,24,zebra,zebra,147829,588373,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000147829.jpg,data/crops/train/zebra/train_zebra_00240_img147829_ann588373.jpg,"[169.73, 41.62, 412.97, 344.87]","[107, 0, 640, 438]"
train,real,1,24,zebra,zebra,16706,588637,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000016706.jpg,data/crops/train/zebra/train_zebra_00241_img16706_ann588637.jpg,"[146.75, 203.15, 92.36, 72.51]","[132, 192, 252, 286]"
train,real,1,24,zebra,zebra,409889,593812,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000409889.jpg,data/crops/train/zebra/train_zebra_00242_img409889_ann593812.jpg,"[194.28, 251.74, 198.35, 56.75]","[164, 243, 422, 317]"
train,real,1,24,zebra,zebra,436979,1822403,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000436979.jpg,data/crops/train/zebra/train_zebra_00243_img436979_ann1822403.jpg,"[0.0, 307.47, 214.41, 107.42]","[0, 291, 246, 427]"
train,real,1,24,zebra,zebra,551364,588997,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000551364.jpg,data/crops/train/zebra/train_zebra_00244_img551364_ann588997.jpg,"[1.08, 153.92, 384.0, 275.05]","[0, 112, 442, 470]"
train,real,1,24,zebra,zebra,191188,590601,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000191188.jpg,data/crops/train/zebra/train_zebra_00245_img191188_ann590601.jpg,"[449.42, 218.13, 46.88, 140.01]","[442, 197, 503, 379]"
train,real,1,24,zebra,zebra,487854,591915,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000487854.jpg,data/crops/train/zebra/train_zebra_00246_img487854_ann591915.jpg,"[364.84, 225.29, 180.53, 146.41]","[337, 203, 572, 393]"
train,real,1,24,zebra,zebra,140080,594034,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000140080.jpg,data/crops/train/zebra/train_zebra_00247_img140080_ann594034.jpg,"[575.83, 218.41, 58.24, 47.42]","[567, 211, 640, 272]"
train,real,1,24,zebra,zebra,140080,594302,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000140080.jpg,data/crops/train/zebra/train_zebra_00248_img140080_ann594302.jpg,"[447.88, 226.34, 70.92, 64.16]","[437, 216, 529, 300]"
train,real,1,24,zebra,zebra,556406,590309,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000556406.jpg,data/crops/train/zebra/train_zebra_00249_img556406_ann590309.jpg,"[284.79, 179.95, 27.7, 42.03]","[280, 173, 316, 228]"
train,real,0,89,hair drier,hair_drier,31113,1188236,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000031113.jpg,data/crops/train/hair_drier/train_hair_drier_00000_img31113_ann1188236.jpg,"[142.7, 185.39, 30.33, 67.42]","[138, 175, 177, 262]"
train,real,0,89,hair drier,hair_drier,175804,1188254,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000175804.jpg,data/crops/train/hair_drier/train_hair_drier_00001_img175804_ann1188254.jpg,"[228.3, 88.42, 114.99, 106.89]","[211, 72, 360, 211]"
train,real,0,89,hair drier,hair_drier,186276,1188375,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000186276.jpg,data/crops/train/hair_drier/train_hair_drier_00002_img186276_ann1188375.jpg,"[217.35, 265.31, 106.85, 86.09]","[201, 252, 340, 364]"
train,real,0,89,hair drier,hair_drier,116466,1163542,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000116466.jpg,data/crops/train/hair_drier/train_hair_drier_00003_img116466_ann1163542.jpg,"[460.75, 146.71, 115.78, 179.8]","[443, 119, 593, 353]"
train,real,0,89,hair drier,hair_drier,73174,2228766,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000073174.jpg,data/crops/train/hair_drier/train_hair_drier_00004_img73174_ann2228766.jpg,"[1.95, 447.43, 86.65, 46.97]","[0, 440, 101, 501]"
train,real,0,89,hair drier,hair_drier,24402,1188252,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000024402.jpg,data/crops/train/hair_drier/train_hair_drier_00005_img24402_ann1188252.jpg,"[2.15, 81.64, 265.32, 227.72]","[0, 47, 307, 343]"
train,real,0,89,hair drier,hair_drier,256608,1188383,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000256608.jpg,data/crops/train/hair_drier/train_hair_drier_00006_img256608_ann1188383.jpg,"[267.01, 65.12, 133.97, 122.81]","[246, 46, 421, 206]"
train,real,0,89,hair drier,hair_drier,6572,1188213,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000006572.jpg,data/crops/train/hair_drier/train_hair_drier_00007_img6572_ann1188213.jpg,"[610.84, 147.28, 29.16, 50.68]","[606, 139, 640, 205]"
train,real,0,89,hair drier,hair_drier,574760,1996993,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000574760.jpg,data/crops/train/hair_drier/train_hair_drier_00008_img574760_ann1996993.jpg,"[141.64, 89.37, 86.27, 123.92]","[128, 70, 240, 231]"
train,real,0,89,hair drier,hair_drier,332578,1676015,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000332578.jpg,data/crops/train/hair_drier/train_hair_drier_00009_img332578_ann1676015.jpg,"[363.98, 130.5, 52.82, 33.01]","[356, 125, 424, 168]"
train,real,0,89,hair drier,hair_drier,338094,2228792,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000338094.jpg,data/crops/train/hair_drier/train_hair_drier_00010_img338094_ann2228792.jpg,"[151.63, 234.55, 109.4, 107.16]","[135, 218, 277, 357]"
train,real,0,89,hair drier,hair_drier,439346,1163520,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000439346.jpg,data/crops/train/hair_drier/train_hair_drier_00011_img439346_ann1163520.jpg,"[373.39, 154.88, 41.16, 60.27]","[367, 145, 420, 224]"
train,real,0,89,hair drier,hair_drier,580408,1188209,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000580408.jpg,data/crops/train/hair_drier/train_hair_drier_00012_img580408_ann1188209.jpg,"[106.1, 274.26, 98.65, 74.84]","[91, 263, 219, 360]"
train,real,0,89,hair drier,hair_drier,563615,1996980,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000563615.jpg,data/crops/train/hair_drier/train_hair_drier_00013_img563615_ann1996980.jpg,"[93.51, 2.49, 407.68, 300.47]","[32, 0, 562, 348]"
train,real,0,89,hair drier,hair_drier,207481,1188347,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000207481.jpg,data/crops/train/hair_drier/train_hair_drier_00014_img207481_ann1188347.jpg,"[253.73, 58.43, 121.6, 103.76]","[235, 42, 393, 177]"
train,real,0,89,hair drier,hair_drier,209027,1188388,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000209027.jpg,data/crops/train/hair_drier/train_hair_drier_00015_img209027_ann1188388.jpg,"[346.81, 172.84, 163.74, 208.08]","[322, 141, 535, 412]"
train,real,0,89,hair drier,hair_drier,177262,1188271,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000177262.jpg,data/crops/train/hair_drier/train_hair_drier_00016_img177262_ann1188271.jpg,"[1.08, 305.26, 365.66, 169.35]","[0, 279, 421, 480]"
train,real,0,89,hair drier,hair_drier,302838,1188362,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000302838.jpg,data/crops/train/hair_drier/train_hair_drier_00017_img302838_ann1188362.jpg,"[155.22, 440.45, 35.25, 34.76]","[149, 435, 195, 480]"
train,real,0,89,hair drier,hair_drier,572756,1163525,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000572756.jpg,data/crops/train/hair_drier/train_hair_drier_00018_img572756_ann1163525.jpg,"[221.82, 53.71, 66.18, 57.03]","[211, 45, 297, 119]"
train,real,0,89,hair drier,hair_drier,383267,1676028,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000383267.jpg,data/crops/train/hair_drier/train_hair_drier_00019_img383267_ann1676028.jpg,"[260.16, 98.7, 26.6, 46.77]","[256, 91, 290, 152]"
train,real,0,89,hair drier,hair_drier,118736,1188227,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000118736.jpg,data/crops/train/hair_drier/train_hair_drier_00020_img118736_ann1188227.jpg,"[1.61, 315.26, 227.33, 108.74]","[0, 298, 263, 424]"
train,real,0,89,hair drier,hair_drier,565198,1188324,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000565198.jpg,data/crops/train/hair_drier/train_hair_drier_00021_img565198_ann1188324.jpg,"[58.73, 152.27, 211.0, 92.45]","[27, 138, 301, 258]"
train,real,0,89,hair drier,hair_drier,466763,1188253,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000466763.jpg,data/crops/train/hair_drier/train_hair_drier_00022_img466763_ann1188253.jpg,"[358.11, 198.29, 281.89, 276.14]","[315, 156, 640, 480]"
train,real,0,89,hair drier,hair_drier,545944,1676001,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000545944.jpg,data/crops/train/hair_drier/train_hair_drier_00023_img545944_ann1676001.jpg,"[402.03, 102.02, 55.87, 48.83]","[393, 94, 466, 158]"
train,real,0,89,hair drier,hair_drier,73864,1188237,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000073864.jpg,data/crops/train/hair_drier/train_hair_drier_00024_img73864_ann1188237.jpg,"[163.88, 97.16, 104.76, 59.11]","[148, 88, 284, 165]"
train,real,0,89,hair drier,hair_drier,414857,1188343,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000414857.jpg,data/crops/train/hair_drier/train_hair_drier_00025_img414857_ann1188343.jpg,"[0.0, 0.02, 137.82, 71.78]","[0, 0, 158, 82]"
train,real,0,89,hair drier,hair_drier,208000,1188350,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000208000.jpg,data/crops/train/hair_drier/train_hair_drier_00026_img208000_ann1188350.jpg,"[140.75, 3.86, 189.92, 102.18]","[112, 0, 359, 121]"
train,real,0,89,hair drier,hair_drier,333020,1675999,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000333020.jpg,data/crops/train/hair_drier/train_hair_drier_00027_img333020_ann1675999.jpg,"[484.38, 172.12, 69.05, 134.66]","[474, 151, 563, 326]"
train,real,0,89,hair drier,hair_drier,375483,1188307,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000375483.jpg,data/crops/train/hair_drier/train_hair_drier_00028_img375483_ann1188307.jpg,"[106.6, 171.93, 120.65, 148.87]","[88, 149, 245, 343]"
